Year,Country,Industry,Sector,Measure,Value
2025.0,,Alcoholic Beverages,Beer & Cider,,365.09161995999995
2025.0,,Alcoholic Beverages,Beer & Cider,,-
2025.0,,Alcoholic Beverages,Beer & Cider,,1539.8164060000001
2025.0,,Alcoholic Beverages,Beer & Cider,,-
2025.0,,Alcoholic Beverages,Beer & Cider,,111.386789
2025.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,1705.2357999619996
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,413.4824999599998
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,15853.207279999004
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,915.791073
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,2691.029725099999
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,228.803
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,604.9485999999999
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,155.97726199999988
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,617.6225450000002
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,241.08410799
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,10941.001430005
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,371.61039996900007
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,1552.3175770009993
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2026.0,,Alcoholic Beverages,Beer & Cider,,113.52071401
2026.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,1724.8233000060004
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,421.23300007999995
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,15993.523980000004
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,926.1767559999995
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,2724.1940529999997
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,233.5164
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,618.4677999999999
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,159.002408999
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,629.9701600000004
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,246.42751700000002
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,11223.771769000998
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,377.93337995999997
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,1565.2306339999996
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2027.0,,Alcoholic Beverages,Beer & Cider,,114.45008901000001
2027.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,1738.1670000179988
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,426.7433000300001
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,16128.061080000998
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,937.6889620000001
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,2753.5475511000004
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,239.91470001
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,631.6752999999999
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,161.45874201099997
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,646.3454209
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,252.76825100999997
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,11466.516109996997
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,384.01084995
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,1577.9277468999996
2028.0,,Alcoholic Beverages,Beer & Cider,,-
2028.0,,Alcoholic Beverages,Beer & Cider,,114.72941099
2028.0,,Alcoholic Beverages,Beer & Cider,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,2493.436900238154
,,Food,Bakery & Cereals,,2482.414608081058
,,Food,Bakery & Cereals,,2399.396335317333
,,Food,Bakery & Cereals,,2359.7177308345535
,,Food,Bakery & Cereals,,2323.796210699009
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,359.1341175577257
,,Food,Bakery & Cereals,,370.3705418160936
,,Food,Bakery & Cereals,,380.4385508470458
,,Food,Bakery & Cereals,,389.8547244614665
,,Food,Bakery & Cereals,,400.76843281216145
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,8396.81939747807
,,Food,Bakery & Cereals,,8614.142097084019
,,Food,Bakery & Cereals,,8678.088736603768
,,Food,Bakery & Cereals,,8746.066728573129
,,Food,Bakery & Cereals,,8812.504169789116
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,2095.3261593546517
,,Food,Bakery & Cereals,,2110.3031708781155
,,Food,Bakery & Cereals,,2127.5055716455213
,,Food,Bakery & Cereals,,2145.078479441275
,,Food,Bakery & Cereals,,2160.7470158850515
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,1322.2954202650897
,,Food,Bakery & Cereals,,1350.3732502294392
,,Food,Bakery & Cereals,,1380.2713385658524
,,Food,Bakery & Cereals,,1411.3396250984388
,,Food,Bakery & Cereals,,1443.0626649037597
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,166.7058113576903
,,Food,Bakery & Cereals,,171.58933885066347
,,Food,Bakery & Cereals,,174.949433546432
,,Food,Bakery & Cereals,,177.92953144603348
,,Food,Bakery & Cereals,,181.46721889251887
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,468.5756811664422
,,Food,Bakery & Cereals,,472.66878724047945
,,Food,Bakery & Cereals,,477.05257792230776
,,Food,Bakery & Cereals,,481.5537278276803
,,Food,Bakery & Cereals,,486.0291370182105
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,202.86122772729237
,,Food,Bakery & Cereals,,209.17889079446198
,,Food,Bakery & Cereals,,210.95136591956742
,,Food,Bakery & Cereals,,213.59019155521221
,,Food,Bakery & Cereals,,216.03289523894352
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,901.072717695126
,,Food,Bakery & Cereals,,913.4608584262864
,,Food,Bakery & Cereals,,924.9360836412923
,,Food,Bakery & Cereals,,935.0342360789693
,,Food,Bakery & Cereals,,945.2821213791267
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,309.9632228798912
,,Food,Bakery & Cereals,,315.1664968099137
,,Food,Bakery & Cereals,,320.3513892166798
,,Food,Bakery & Cereals,,325.40095629984904
,,Food,Bakery & Cereals,,330.38766077094766
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,14446.405504305874
,,Food,Bakery & Cereals,,14572.40984205559
,,Food,Bakery & Cereals,,14810.231796520733
,,Food,Bakery & Cereals,,15079.429128256063
,,Food,Bakery & Cereals,,15389.773824575826
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,426.50288148683103
,,Food,Bakery & Cereals,,435.5455093650349
,,Food,Bakery & Cereals,,442.4917944143462
,,Food,Bakery & Cereals,,448.96838193417125
,,Food,Bakery & Cereals,,455.3289952188479
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,1299.2894912571144
,,Food,Bakery & Cereals,,1335.653989947663
,,Food,Bakery & Cereals,,1359.8292040862236
,,Food,Bakery & Cereals,,1383.501663143547
,,Food,Bakery & Cereals,,1409.1644171170963
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,-
,,Food,Bakery & Cereals,,308.38493458094774
,,Food,Bakery & Cereals,,316.60433351987024
,,Food,Bakery & Cereals,,325.919173888619
,,Food,Bakery & Cereals,,330.5272530932466
,,Food,Bakery & Cereals,,336.72100693924125
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,7243.561487811548
,,Fresh Food,Fruits & Vegetables,,7244.2067504931065
,,Fresh Food,Fruits & Vegetables,,7281.6314966796845
,,Fresh Food,Fruits & Vegetables,,7354.755758176645
,,Fresh Food,Fruits & Vegetables,,7388.481589628199
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,2117.298688400416
,,Fresh Food,Fruits & Vegetables,,2125.6399106074273
,,Fresh Food,Fruits & Vegetables,,2129.8365006296917
,,Fresh Food,Fruits & Vegetables,,2135.6193332670596
,,Fresh Food,Fruits & Vegetables,,2133.491772084634
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,33994.539105703494
,,Fresh Food,Fruits & Vegetables,,33653.51242980568
,,Fresh Food,Fruits & Vegetables,,33574.49657236205
,,Fresh Food,Fruits & Vegetables,,33561.50231476164
,,Fresh Food,Fruits & Vegetables,,33495.47343366175
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,4140.278346272925
,,Fresh Food,Fruits & Vegetables,,4148.154513140589
,,Fresh Food,Fruits & Vegetables,,4171.772283602597
,,Fresh Food,Fruits & Vegetables,,4193.558171434181
,,Fresh Food,Fruits & Vegetables,,4208.592332324235
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,11200.488749031048
,,Fresh Food,Fruits & Vegetables,,11281.347026368812
,,Fresh Food,Fruits & Vegetables,,11360.765454594934
,,Fresh Food,Fruits & Vegetables,,11438.976296318117
,,Fresh Food,Fruits & Vegetables,,11503.711335335121
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,1279.0299546687665
,,Fresh Food,Fruits & Vegetables,,1291.352766868454
,,Fresh Food,Fruits & Vegetables,,1306.1822953714804
,,Fresh Food,Fruits & Vegetables,,1311.2575328652456
,,Fresh Food,Fruits & Vegetables,,1320.4753651940084
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,2050.8098154808276
,,Fresh Food,Fruits & Vegetables,,2061.589009568336
,,Fresh Food,Fruits & Vegetables,,2073.26195558559
,,Fresh Food,Fruits & Vegetables,,2084.0469242267714
,,Fresh Food,Fruits & Vegetables,,2083.714654241903
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,815.3735909434251
,,Fresh Food,Fruits & Vegetables,,814.2325997008767
,,Fresh Food,Fruits & Vegetables,,812.8768349873197
,,Fresh Food,Fruits & Vegetables,,813.0760835506306
,,Fresh Food,Fruits & Vegetables,,811.8233303973091
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,3342.618827360429
,,Fresh Food,Fruits & Vegetables,,3365.2510885905567
,,Fresh Food,Fruits & Vegetables,,3340.5547294766243
,,Fresh Food,Fruits & Vegetables,,3232.2489169864693
,,Fresh Food,Fruits & Vegetables,,2889.0255491510993
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,1002.1650132525245
,,Fresh Food,Fruits & Vegetables,,1016.3184942251658
,,Fresh Food,Fruits & Vegetables,,1029.779308750611
,,Fresh Food,Fruits & Vegetables,,1048.938652323314
,,Fresh Food,Fruits & Vegetables,,1064.4481788275477
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,20927.12961023508
,,Fresh Food,Fruits & Vegetables,,21113.62015102733
,,Fresh Food,Fruits & Vegetables,,21324.622177577556
,,Fresh Food,Fruits & Vegetables,,21518.811266863453
,,Fresh Food,Fruits & Vegetables,,21696.46654770512
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,1676.8136590700585
,,Fresh Food,Fruits & Vegetables,,1665.2092775322026
,,Fresh Food,Fruits & Vegetables,,1655.875890727674
,,Fresh Food,Fruits & Vegetables,,1657.766231842628
,,Fresh Food,Fruits & Vegetables,,1647.5700410482298
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,10146.233432615114
,,Fresh Food,Fruits & Vegetables,,10183.945796830832
,,Fresh Food,Fruits & Vegetables,,10235.980281886588
,,Fresh Food,Fruits & Vegetables,,10277.873315433118
,,Fresh Food,Fruits & Vegetables,,10325.676304892162
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,-
,,Fresh Food,Fruits & Vegetables,,507.98661125649755
,,Fresh Food,Fruits & Vegetables,,505.0066300343736
,,Fresh Food,Fruits & Vegetables,,501.4808927739048
,,Fresh Food,Fruits & Vegetables,,499.9899783450327
,,Fresh Food,Fruits & Vegetables,,495.3944362901776
,,Household Products,Household Products,,286.8764328172121
,,Household Products,Household Products,,296.9773758459958
,,Household Products,Household Products,,309.2197175332145
,,Household Products,Household Products,,316.6618608168031
,,Household Products,Household Products,,320.83749225316603
,,Household Products,Household Products,,59.66460613417429
,,Household Products,Household Products,,62.5290513101692
,,Household Products,Household Products,,67.8027433350349
,,Household Products,Household Products,,69.86901161343722
,,Household Products,Household Products,,72.05608601414019
,,Household Products,Household Products,,45.26858118090572
,,Household Products,Household Products,,45.42638735235433
,,Household Products,Household Products,,45.66474051852061
,,Household Products,Household Products,,45.90108755737669
,,Household Products,Household Products,,46.07457643166249
,,Household Products,Household Products,,23.51610060930266
,,Household Products,Household Products,,23.55225716230632
,,Household Products,Household Products,,23.6249478553138
,,Household Products,Household Products,,23.69141966132067
,,Household Products,Household Products,,23.71652394276195
,,Household Products,Household Products,,1829.5061464841017
,,Household Products,Household Products,,1881.8605866984415
,,Household Products,Household Products,,1919.303446984222
,,Household Products,Household Products,,1948.096432126025
,,Household Products,Household Products,,1980.3824034279799
,,Household Products,Household Products,,401.061421787401
,,Household Products,Household Products,,406.8632734019967
,,Household Products,Household Products,,414.2529355161127
,,Household Products,Household Products,,421.4500393876011
,,Household Products,Household Products,,428.6731674206466
,,Household Products,Household Products,,206.9160723118137
,,Household Products,Household Products,,216.73111223048963
,,Household Products,Household Products,,222.54350425044663
,,Household Products,Household Products,,225.64069658725083
,,Household Products,Household Products,,230.76663279817157
,,Household Products,Household Products,,34.90704040107753
,,Household Products,Household Products,,36.54440704884104
,,Household Products,Household Products,,36.96670371587299
,,Household Products,Household Products,,37.32016231837837
,,Household Products,Household Products,,37.85320990535159
,,Household Products,Household Products,,302.73707014061523
,,Household Products,Household Products,,314.10051112947764
,,Household Products,Household Products,,320.1478625654754
,,Household Products,Household Products,,324.10018504671456
,,Household Products,Household Products,,328.0753648730849
,,Household Products,Household Products,,113.05373376801374
,,Household Products,Household Products,,115.8412770487545
,,Household Products,Household Products,,117.28206286810968
,,Household Products,Household Products,,118.05297098823425
,,Household Products,Household Products,,119.15111733330276
,,Household Products,Household Products,,48.18791074666105
,,Household Products,Household Products,,48.61580471664447
,,Household Products,Household Products,,48.83655123260257
,,Household Products,Household Products,,49.10217390457239
,,Household Products,Household Products,,49.37763731062682
,,Household Products,Household Products,,18.47182345663357
,,Household Products,Household Products,,18.49126234263418
,,Household Products,Household Products,,18.49887234163326
,,Household Products,Household Products,,18.52896105663267
,,Household Products,Household Products,,18.55155606350997
,,Household Products,Household Products,,155.3703896881259
,,Household Products,Household Products,,157.69618900024273
,,Household Products,Household Products,,159.00098029531262
,,Household Products,Household Products,,160.3307012163897
,,Household Products,Household Products,,161.88507924742314
,,Household Products,Household Products,,30.828906835681
,,Household Products,Household Products,,30.98077402868813
,,Household Products,Household Products,,31.17099687169745
,,Household Products,Household Products,,31.34627658270649
,,Household Products,Household Products,,31.57584021039379
,,Household Products,Household Products,,17.74517466230214
,,Household Products,Household Products,,17.94734944393685
,,Household Products,Household Products,,18.0553449431736
,,Household Products,Household Products,,18.16386655355796
,,Household Products,Household Products,,18.26610854294466
,,Household Products,Household Products,,7.8968938574951
,,Household Products,Household Products,,7.95040770548961
,,Household Products,Household Products,,7.98361841732548
,,Household Products,Household Products,,8.01835339109788
,,Household Products,Household Products,,8.05149233341288
,,Household Products,Household Products,,68.72802430963377
,,Household Products,Household Products,,69.03349779740599
,,Household Products,Household Products,,69.33477750485865
,,Household Products,Household Products,,69.82204313830886
,,Household Products,Household Products,,70.386903082604
,,Household Products,Household Products,,49.63580563607632
,,Household Products,Household Products,,49.75447431907405
,,Household Products,Household Products,,50.08837666119014
,,Household Products,Household Products,,50.61153018872693
,,Household Products,Household Products,,51.20430314029521
,,Household Products,Household Products,,44.34894582750423
,,Household Products,Household Products,,46.14226073236319
,,Household Products,Household Products,,47.53011656191871
,,Household Products,Household Products,,48.63014338235749
,,Household Products,Household Products,,49.66885312168109
,,Household Products,Household Products,,20.57316710614183
,,Household Products,Household Products,,20.75401847416683
,,Household Products,Household Products,,20.97382431819737
,,Household Products,Household Products,,21.17786328508534
,,Household Products,Household Products,,21.45621113351309
,,Household Products,Household Products,,1161.162348634863
,,Household Products,Household Products,,1180.379751849822
,,Household Products,Household Products,,1201.7445332593163
,,Household Products,Household Products,,1217.033106508175
,,Household Products,Household Products,,1233.2418423853223
,,Household Products,Household Products,,1083.6166086870371
,,Household Products,Household Products,,1111.9590344112942
,,Household Products,Household Products,,1135.2879544541308
,,Household Products,Household Products,,1150.3684768013914
,,Household Products,Household Products,,1164.5267916727964
,,Household Products,Household Products,,28.47138867349681
,,Household Products,Household Products,,28.76171237348741
,,Household Products,Household Products,,28.93032898966995
,,Household Products,Household Products,,29.13629955874145
,,Household Products,Household Products,,29.30224156327827
,,Household Products,Household Products,,13.35753014128746
,,Household Products,Household Products,,13.36705053828332
,,Household Products,Household Products,,13.38343303783517
,,Household Products,Household Products,,13.40138944398362
,,Household Products,Household Products,,13.42346472581341
,,Household Products,Household Products,,167.9801181429436
,,Household Products,Household Products,,170.35953478924037
,,Household Products,Household Products,,172.63728505792878
,,Household Products,Household Products,,175.18678836022144
,,Household Products,Household Products,,178.47450843334408
,,Household Products,Household Products,,119.78654659369859
,,Household Products,Household Products,,121.65495565158251
,,Household Products,Household Products,,123.9527872231646
,,Household Products,Household Products,,126.47263756600556
,,Household Products,Household Products,,129.408557711888
,,Household Products,Household Products,,33.19469242615946
,,Household Products,Household Products,,33.7173629647057
,,Household Products,Household Products,,34.10202317231803
,,Household Products,Household Products,,34.40005004531686
,,Household Products,Household Products,,34.73227243039285
,,Household Products,Household Products,,20.34482165874827
,,Household Products,Household Products,,20.52175652150122
,,Household Products,Household Products,,20.64749352809255
,,Household Products,Household Products,,20.75610517807724
,,Household Products,Household Products,,20.8640577697634
,,Non-Alcoholic Beverages,Hot Drinks,,6768.1483218635885
,,Non-Alcoholic Beverages,Hot Drinks,,7644.194857470364
